event,date,person,quote
2024 - NBA ALL-STAR MEDIA DAY,February 17,STEPHEN CURRY,"The first year we did the player draft -- the first year I was the captain up until the game in Chicago, it was the Elam Ending, that was kind of your peak competitive nature that kept everybody on the edge of their seat till the end. I think the guys had a different energy about them and definitely a spirit of competitiveness throughout the whole thing."
2024 - NBA ALL-STAR MEDIA DAY,February 17,STEPHEN CURRY,"Then it kind of got a little quirky with all the draft stuff that was happening. We talked about it a little bit in some of our meetings. It's kind of hard when you're here in the building -- it's very prima donna of us, but you're here four or five hours leading up to the game. It's so different than our normal game day kind of experience, like the way we prepare our bodies and stuff like that. So it's kind of hard to get to a normal level."
2024 - NBA ALL-STAR MEDIA DAY,February 17,STEPHEN CURRY,"I think there's a balance. We've talked about it a little bit. It's just coming with the right energy where everybody knows kind of the speed of the game, physicality of the game, and you can kind of make those adjustments, whether you're starting, whether you're coming off the bench, playing a little bit of defense. And kind of taking it from there wherever the game goes."
2024 - NBA ALL-STAR MEDIA DAY,February 17,STEPHEN CURRY,"I think getting rid of the pre-draft thing where everybody was standing around for however long will help. The East-West stuff, where there's a little more familiarity with your teammates, will help. Like you said, it's not going to be a Game 7. It's not going to be a playoff-type vibe, but it should be somewhere in between."
2024 - NBA ALL-STAR MEDIA DAY,February 17,STEPHEN CURRY,"Like you said, talent is at an all-time high in every position. Shooting ability, scoring ability, different combinations that coaches are putting out there, like five-man units where everybody is a threat to shoot the ball. So the game has changed dramatically."
2024 - NBA ALL-STAR MEDIA DAY,February 17,STEPHEN CURRY,"I think there was that week or two-week span, there was a 70, a couple 60s and I don't know what. It was astronomical scoring. That slowed down a little bit."
2024 - NBA ALL-STAR MEDIA DAY,February 17,STEPHEN CURRY,"There's a couple rules, I think, from a defensive perspective -- I know Coach has talked about it a little bit -- where you could favor the defense a little more. I know the conversations the -- what's the group called that makes the rules? -- Competition Committee, thank you, that make those decisions every summer and try to adjust how the game is going, those conversations are always happening."
2024 - NBA ALL-STAR MEDIA DAY,February 17,STEPHEN CURRY,"I like the brand of basketball because everybody who is out there can put the ball on the floor, for the most part, can, like I said, be a threat to shoot. You're going to see a sway toward higher scoring, but I think the cycle of the league, it will reset itself at this point. I don't know how quickly that will happen or what rules will change this summer and the following summer, but I personally like the brand of basketball that's being played because it highlights the amount of talent that we have around the league."
2024 - NBA ALL-STAR MEDIA DAY,February 17,STEPHEN CURRY,"Gui is an unbelievable person. He's shown in some short stints out there on the court with us what he's capable of. He's got a bright future ahead of him, and I know he's proud to represent his country."
2024 - NBA ALL-STAR MEDIA DAY,February 17,STEPHEN CURRY,"I've been to Brazil once, and it was way back when I was in high school. I told Gui, when I come back, I'm going to call him, call Varejao, call Barbosa and all the guys I've played with, and hopefully they treat me to a good time."
2024 - NBA ALL-STAR MEDIA DAY,February 17,STEPHEN CURRY,They're definitely proud to represent their country. Gui is the next in line to do that. It's been cool to watch him grow in the short time he's been with us.
2024 - NBA ALL-STAR MEDIA DAY,February 17,STEPHEN CURRY,He hasn't shared that with me as much yet.
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,"That time I drafted him, the relationship, I had a big relationship with him. I appreciate him as a player at the time, and I knew the value he brought to the game. It's a guy on the All-Star team that you want to have on your team. I think that's pretty much all."
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,"Now having him as a teammate, I think it's unbelievable having the all-time great suiting up next to you and getting ready for the game. Our chemistry day by day is getting better and hopefully can get to a place that we can compete for the championship."
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,"We've been teammates for 50 games, so four, five months. Now, as I said, game by game, day by day, we're getting closer, chemistry is getting better. Hopefully we can get to a place that we can lead the other guys to the goal that we've set in the beginning of the year."
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,"It's always a great feeling. I never take it for granted, and I'm never going to let it slide by without appreciating it. From my first one until my last one."
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,"I'm happy that I'm here. I'm happy that I get to suit up and play, participate in this game in the best place in the world. I'm happy that I'm able to put on a show for the people."
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,"Unfortunately, I wasn't able to come to practice. The plane was delayed. I know there's a lot of kids that come out to practice that don't have a chance to go to the game to watch us play. I don't know if the NBA is that complimentary anymore. They have you pay for it, I don't know. But first time I was at the All-Star, it was free."
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,"As I said, it's great to be here. I appreciate every moment of it. I appreciate that I'm able to put on a show here for the people in Indiana and for the people around the world that are watching. Suiting up with the best players in the world in the locker room, you get memories, great memories, from conversations that I remember that I had, with Carmelo, my first one, and conversations I'm going to have tomorrow with Dame, Tyrese, Brunson -- all these players that I don't always have the opportunity to sit in the same locker room with."
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,"But it's fun. Every one that I was able to participate was fun, except for last year when I wasn't able to play."
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,"Oh, yeah, that's my dad. Growing up, I remember it was a game that the best players played. I think my first memories of the All-Star was in the video game. Now it's the NBA 2K is big. But back then from where I'm from the NBA Live is a different version. I believe in the 2006 version Manu Ginobili was doing well. I remember they were playing East versus West, and I used to compete with my brother in the video game."
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,That was my first memory. I thought all the best players coming to a game and they play against one another and it's fun.
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,"Then you participate in some of them, and it's been a fun ride. I enjoy it. I hope the people that watch the game enjoy it as much as we enjoy it."
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,"First of all, I think LeBron is going to play seven to ten more years. There's no sign of him slowing down. It's year 21, and he's playing incredible. I don't know, he's probably averaging, what, 27, 8, and 8. Close. I don't follow, but I think it's got to be somewhere up there."
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,"I don't know. We have Victor. We have Nikola, but he doesn't want to be really the face either. We have Luka, Joel, Shai, on and off the court. There's a lot of people that can take his place after LeBron leaves."
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,His availability. 21 years he never got hurt. I think that's the biggest talent he has. He's able to be durable throughout his whole career. There's never been a player like that.
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,"I think a lot of people have minor injuries, major injuries, and they come back. But he's always been available for his team. I think that's one of the -- first of all, that's one of the secrets that he's the all-time leading scorer, because he plays games, he plays minutes, he scores the ball. That's why he's been successful too."
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,"I wish that I could be as durable as LeBron. That's the most important thing. All of the other things you can control, from being able to shoot better, be able to post up better, be able to dribble better, be able to run the floor better, all the other things you can control."
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,"The things that you can't control is how durable this guy has been, how the way he takes care of his body. A lot of people work hard, but there's only a few of the players that recover as hard, too, as LeBron. So probably that."
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,"It's fun. It's always fun playing against the best players. Now, if we are going to be in the Finals, I don't know, time will tell. Denver has a very, very good team, probably the favorite in the West, probably going to make it all the way. But we have a lot of work to do, talking about our team. We have a lot of work to do."
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,"Hopefully, if we get there, it will be fun. But at the end of the day, you've got to get there first. We have a lot of work to do, and it's very far down the road to even think about that."
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,"But it's always great playing against Nikola, playing against the best players in the world. It's always fun."
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,"Oh, Jabari Parker? I love it, man. I watch all of his highlights, and he's found a place that he's happy. I feel like, when I played with him, whenever he was happy and he felt comfortable in his environment, he will thrive, and you can see he's playing really well."
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,He had this crazy buzzer beater a couple weeks ago. He's leaned out. He's healthy. I'm just happy that he's enjoying the game again. Barcelona definitely have a good one -- good one. A great one.
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,Great guy also.
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,"I'm happy. I'm happy to see him out there. I'm very, very happy to see him out there."
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,"I'll be honest with you. I don't watch basketball. I didn't watch any game of Wemby before that, and I didn't watch any game of Wemby after that. Not just Wemby, but in general, I don't watch basketball. Stats, highlights, how people play, I have no idea."
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,"And I love it. I love when I go to the game, and I have no idea who I'm playing and what they do. It makes it harder."
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,I really don't want to go there. Just never give up. Keep on believing. Keep on going. And be a hard worker. That's all I can say.
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,"I don't give up. I believe in myself. I believe in my dreams and what I'm trying to accomplish, and I know that I've got to work hard. That's what I've done my whole career, and that's what I'm going to do in basketball after I retire. It's something that's allowed me to be the man that I am today."
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,"So, yeah, be a hard worker, don't give up, believe in yourself."
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,"I hope it can touch as many people as possible, inspire them in the best way. But for me, I'm just -- when I'm doing stuff like that, I try to be myself. I don't have in mind I'm trying to inspire. I just try to be myself. I try to be as authentic as possible."
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,"I understand that I have a platform that allows me to do that, and I have to be a role model for a lot of people around the world that look up to me. I try to be myself as much as possible. I was inspired by many people before me, and I hope that I can do the same for them. Not just for immigrants, but for a lot of people around the world."
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,"It's hard. It's hard. This is my fourth coach in the span of six months, from Coach Bud, Coach Griff, Coach Joe and then Doc. Different philosophy, different game plan. It's hard. It's training."
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,"I am a student of the game. I try to -- when somebody asks me to do something, I try to do it in the best of my ability. I try to understand what we're trying to accomplish because, if I can understand it, I can also be there for my teammates if they ask me a question."
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,"But I love working with Coach Doc. He's been very, very successful. We can talk all day about things he's accomplished around the league. He's won, I think, 1,100 NBA games. Some people have never played 1,100 games."
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,"Yeah, he brings that level of -- how can I say? A championship level to the team. He won. He's coached a lot of successful teams in the past. When you have that guy in your bench, you have to bring your A game."
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,"Now, things that we have to do to get back on track, I'd say, one, we have to get healthy, but that cannot be our excuse. We've played 56 games, which is a lot. We've played a lot of minutes. We've got to take care of our body, and hopefully we'll have a mental and a physical break now these six, seven days. Then we get back, and we are fresh, and we're able to go again and try to build new habits and play good basketball and try to win some games."
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,"Yes, it's been a very, very, very hard season for everybody. Not just for the players, but for the coaching staff, and changes -- it's been a hard season. But through it all, I think we can get it done. We hope. We'll see."
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,Be a hundred times better than Giannis. He doesn't need to be Giannis. He's going to be Victor.
2024 - NBA ALL-STAR MEDIA DAY,February 17,GIANNIS ANTETOKOUNMPO,"As I said, I don't watch a lot of basketball. I haven't watched him play a lot of the year, but obviously when we are in the bus or in the plane, you have guys going, oh, wow, that's crazy. Then it kind of draws your attention. It's like what happened? You want to know because I'm nosey, I want to know."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,VICTOR WEMBANYAMA,"Yeah, it's been -- I mean, the schedule has been full, but it's also what I'm here for. It's a lot of fun experiences."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,VICTOR WEMBANYAMA,"I'm looking forward to play in the game, two games hopefully. Next year hopefully the big game."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,VICTOR WEMBANYAMA,"The Tech Summit, that was a lot of fun. It was funny. Had the rehearsal yesterday too. Actually learned a lot from these people who made the Internet world what it was today. It was a lot of -- I learned a lot."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,VICTOR WEMBANYAMA,"Yeah, about not skipping steps, I've been told never to skip steps my whole life, but that didn't stop me from running up the stairs. So yeah, of course it's something I want to be a part of in the future."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,VICTOR WEMBANYAMA,"For now I'm just a student of this league. I don't really know how everything works. Of course, it's something I want to be -- highly involved in the future, yeah."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,VICTOR WEMBANYAMA,"I don't know. I'm probably going to keep that secret because I want to beat those guys in the season. Yeah, I'm going to keep that secret."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,VICTOR WEMBANYAMA,"Yeah, I think so, especially if we win."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,VICTOR WEMBANYAMA,"Expectations, it depends from who. My coaches and my teammates, the rise of expectations has been going on all season. It's no reason that it changes. So it's something I hope will continue as well with the years coming because I don't want to -- we want to be in the playoffs soon, and then we want to win."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,VICTOR WEMBANYAMA,It's something anyone has to manage in their career.
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,VICTOR WEMBANYAMA,"To me he's kind of like a mutant. He was ahead of his time and just so different from -- he made the game so different from what it was. This is someone I'd like to -- I mean, I would like to look like him sometimes because he was so special."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,VICTOR WEMBANYAMA,"Of course, not even talking about the statistical facts. He was just incredible."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,VICTOR WEMBANYAMA,"""Welcome to the NBA"" moment, there's been plenty of them. The earliest one I can remember is Kevin Durant was pretty tough to guard. Even though sometimes it feels like you've done your best and he still scores. So, yeah, there's been plenty of those."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,VICTOR WEMBANYAMA,"How different? The talent is just so incredible here, every team. So it's tough to guard because -- yeah, it's tough to guard. Yeah, those shots you've got to take are different as well offensively, the positions. Yeah, it's way different."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,VICTOR WEMBANYAMA,"Yes, how everything's getting better in terms of knowledge, the body, treatment, stuff like this, I think we're going to see more and more of those. Taking care of my body has long been one of my most important thoughts even for long term."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,VICTOR WEMBANYAMA,"But only the future will tell how the health is going to be. For sure, I'm trying to have no regrets about how I treat my body."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,TREY MURPHY III,"Cool, obviously. It was cool. Fun experience. Got to have a little fun with the guys, play against my teammates. So, always can appreciate moments like that."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,TREY MURPHY III,"Just to show people what type of time I'm going to offer Utah for Saturday in the Dunk Contest. Didn't want to do anything too crazy. Didn't want to give any previews of what I'm going to do, but definitely wanted people to see I got a little ups."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,TREY MURPHY III,"Yeah, I mean, the dunking thing came late, first of all, so I didn't start dunking until my senior year in high school. That was probably part of it."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,TREY MURPHY III,"Then, too, just continued to work over the summer to get more athletic each and every year. That's probably what it is."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,TREY MURPHY III,"Always. That was always my motto. Just be patient and be myself and continue to work hard every single day. That's the best way to do it because if you don't, you try to rush the process, things aren't going to go your way."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,TREY MURPHY III,"That's definitely part of it. I feel like it started even in preseason. One of the first games I was back, I had 27 against the Spurs, and that was one of the times where I was, like, all right, I'm ready and prepared. I just kept that confidence, kept the same energy. Just stuck with my consistent work and just tried to produce."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,TREY MURPHY III,"Obviously health is an issue, but without that being an excuse, we just have to play together, play the right way and defend at a high level. That's the best way to do it."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,BONES HYLAND,I don't know. Enjoy my time off.
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,BONES HYLAND,"A little bit. I didn't get all the way suited up, but almost there."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,BONES HYLAND,"I feel like what I offer is very elite. My shotmaking ability, my playmaking ability, my speed, my pace, my quickness. I feel like that's definitely a go-ahead position for me right now."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,BONES HYLAND,"I feel like I'm bigger than that, but in the meantime just go with what I've got right now."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,BONES HYLAND,"I feel like it's good. A lot of good guys around the team. A lot of good vibes, positive vibes. Just great dudes all around."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,BONES HYLAND,"Really good. Ty is a good dude. Stays in my ear, tells me to keep going out there and be myself."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,BONES HYLAND,"It feels good to see the guys like that be back around at All-Star Weekend. Get out there and play with them and stuff like that because, honestly, we don't see each other a lot during the season. So just to be out there and be able to compete against each other and have some fun is good."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,BONES HYLAND,"Of course, yeah. I always set my goals for myself, and I knew I would be here. I'm just checking things off my checkbox. So it's been good for me."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,BONES HYLAND,"Of course. Yeah, just try to blend in, but at the same time just getting in where I fit in right now and just trying to be that spark plug for us and get out there and do what I do best."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,BONES HYLAND,"I knew guys on the team before, but I didn't know I was going. Once I got traded there, it was definitely, like, a lot of excitement for myself. I knew a lot of guys on the team already. I just feel like I could fit in really well."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,CHET HOLMGREN,I wasn't ready for these questions.
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,CHET HOLMGREN,"Laughter. Probably like Embiid or somebody, just because he's huge."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,CHET HOLMGREN,"Yeah, probably would help with a WWE match."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,CHET HOLMGREN,"I'd say we surprised people who weren't paying close attention. Obviously we're in a small market and everything, so we don't have the constant daily national media attention that some teams have around them. But the diehard fans who really watch us could see the talent that we've had for the last couple years."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,CHET HOLMGREN,"It was only a matter of time before we figured out how to make that equate into wins. I'm just thankful to be out here with the group of guys that we've got, trying to win games. We've all bought into the winning mindset and doing what it takes to win. So far, it's been showing."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,CHET HOLMGREN,"First of all, it's a blessing to be here. I'm completely grateful. I don't take any of it for granted, especially knowing it can be taken away at any time."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,CHET HOLMGREN,"What's really respected in this league is winning. It doesn't matter what you do, if you never win at the same time. That's always on the forefront of my mind."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,CHET HOLMGREN,"With the group of guys we've got, if anybody is not focused on winning, it's kind of an outlier in our locker room. I'm not going to be that guy who is kind of pulling away from what we're trying to do. It's showing in the win column. We know we've got a long ways to go."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,CHET HOLMGREN,It's always good to be able to look back on what we've done so far in the season with kind of a natural break we're having with All-Star break. But there's still been a lot of lessons that we've still got to learn from.
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,CHET HOLMGREN,"I don't know, I just always show up early to things, I guess. Part of it's also like I'm young, and I didn't grow up in L.A. When you're driving out there, you've kind of got to take into account there might be two hours of traffic. So just in case, I always leave a lot of room there just in case."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,CHET HOLMGREN,"One of the big things is the balance and the foundation going into your shot. It really helped me work on that. Especially after missing a whole year, I kind of lost kind of the game feel for shooting. I think at Summer League I was 1-for-8 from three. I just stopped shooting them because they just weren't going in."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,CHET HOLMGREN,"That was a big emphasis this summer, figuring out how to get my shot back to where it had been in the past and even better. That was a big part of it. I got to work on my shot kind of from the ground up, and when I got back to OKC, I kind of just continued that work all the way up to this point."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,CHET HOLMGREN,"He's a high-level competitor. You can see that in how hard he plays and the emotion that he plays with. He's a really good basketball player, too, so it's always fun to go up against players that are not only really good but play really hard. It really brings the best out of you."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,CHET HOLMGREN,"Always. Like I just said, it's always great to play against players that are really good and also play hard and have a lot of talent. It brings the best out of you and makes you better and really makes you compete."
2024 - NBA ALL-STAR RISING STARS PRACTICE,February 16,CHET HOLMGREN,"I'm excited to play against him, but also all the other guys that are in this Rising Stars thing. There's a lot of talent across the board."
